fish_id,fish_species,date_collected,island,fishing_status,station,fish_depth,fish_habitat,total_length_mm,fork_length_mm,standard_length_mm,total_wet_weight_grams,trematodes_count,cestodes_count,copepods_count,isopods_count,nematodes_count,monogenians_count,gnathopods_count
613,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,54.09,46.1,39.7,1.63,0,0,0,0,0,0,0
614,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,44.63,37.5,31.5,0.87,0,0,0,0,0,0,0
615,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,52.93,49,42.1,1.86,0,0,0,0,0,0,0
616,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,68.58,52.3,47,3.31,0,0,1,0,0,0,0
617,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,63.82,53,46.4,3.11,0,0,0,0,0,0,0
618,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,52.91,43.1,37,1.57,0,0,1,0,0,0,0
619,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,55.11,47.9,39.8,1.79,0,0,2,0,0,0,0
620,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,69.85,56.6,48.9,3.57,0,0,0,0,0,0,0
621,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,74.27,54.6,47.1,3.28,0,0,0,0,0,0,0
622,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,69.47,54.5,45.7,3.15,0,0,1,0,0,0,0
623,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,50.17,42.3,35.7,1.57,0,0,0,0,0,0,0
624,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,46.74,40.1,34.5,1.23,0,0,0,0,0,0,0
625,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,50.31,46,39,1.51,0,0,0,0,0,0,0
626,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,51.74,38,NA,1.51,0,0,0,0,0,0,0
627,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,34.4769,30,26,NA,0,0,0,0,0,0,0
628,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,70.27,61.6,55.1,4.12,0,0,0,0,0,0,0
629,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,51.19,43.4,39.5,1.67,0,0,0,0,0,0,0
630,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,57.87,48.2,43.1,1.75,0,0,0,0,0,0,0
631,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,67.21,60.2,52.9,3.624,0,0,0,0,0,0,0
632,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,58.27,54,45.7,2.1178,0,0,0,0,0,0,0
633,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,52.73,48.5,42.1,1.718,0,0,0,0,0,0,0
634,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,53.15,45.4,41.7,1.74,0,0,0,0,0,0,0
635,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,50.33,43.1,38,1.3096,0,0,0,0,0,0,0
636,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,50.33,41.8,37.4,1.358,0,0,0,0,0,0,0
637,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,50.39,43.5,38.2,1.3199,0,0,0,0,0,0,0
638,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,50.88,42.5,37.8,1.384,0,0,0,0,0,0,0
639,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,42,34.7,31.2,0.704,0,0,0,0,0,0,0
640,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,30.05834,26.9,22.8,NA,0,0,0,0,0,0,0
641,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,26.05402,23.6,19.9,NA,0,0,0,0,0,0,0
642,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,28.81562,25.6,21.9,NA,0,0,0,0,0,0,0
643,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,53.01,48,39,1.71,0,0,0,0,0,0,0
644,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,45.61,40,36,0.98,0,0,0,0,0,0,0
645,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,51.54,44.6,38.9,1.62,0,0,0,0,0,0,0
646,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,48.2849,41,36,0.91,0,0,0,0,0,0,0
647,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,37.2385,30,28,NA,0,0,0,0,0,0,0
648,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,35.8577,31,27,NA,0,0,0,0,0,0,0
649,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,37.2385,33,28,NA,0,0,0,0,0,0,0
650,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,35.8577,32,27,NA,0,0,1,0,0,0,0
651,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F2,35,forereef,78.86,68,59.1,6.36,0,0,0,0,0,0,0
652,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F2,35,forereef,79.02,65.5,59.2,5.63,0,0,0,0,0,0,0
653,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F3,35,forereef,55.98,44.3,40.4,1.61,0,0,0,0,0,0,0
654,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,72.11,61.9,56.7,4.18,0,0,1,0,0,0,0
655,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,76.05,58.6,51.8,3.34,0,0,0,0,0,0,0
656,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,60.71,51.9,47.1,2.48,1,0,0,0,0,0,0
657,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,58.15,47.8,42.5,2.44,0,0,0,0,0,0,0
658,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,54.98,49.3,44.5,1.92,0,0,0,0,0,0,0
659,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,61.32,52.5,48.8,2.53,0,0,0,0,0,0,0
660,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,52.66,45.7,41.4,1.69,0,0,0,0,0,0,0
661,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,49.55,43.6,39.2,1.43,0,0,0,0,0,0,0
662,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,48.83722,41.5,36.4,1.357,1,0,0,0,0,0,0
663,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,45.52,38.8,32.5,1.088,0,0,0,0,0,0,0
664,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,36.77,30.8,25.3,0.467,0,0,0,0,0,0,0
665,PSEBAR,11/14/10,Jarvis,Unfished,JAR-2010-F7,35,forereef,37.32,33.9,28.7,0.603,0,0,0,0,0,0,0
666,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,34.21,30.3,24.8,0.3181,0,0,0,0,0,0,0
667,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,35.59,29.6,24.8,0.387,0,0,0,0,0,0,0
668,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,34.89,30.7,25.6,0.4167,0,0,0,0,0,0,0
669,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,44.26,38.3,32.3,0.7186,0,0,0,0,0,0,0
670,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,47.18,41.5,35.9,0.9616,0,0,0,0,0,0,0
671,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,34.17,29.2,24.2,NA,0,0,0,0,0,0,0
672,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,49.25146,42.7,36.7,NA,0,0,0,0,0,0,0
673,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,50.87,46.3,42,1.52,0,0,0,0,0,0,0
674,PARARC,11/12/10,Jarvis,unfished,JAR-2010-F1,45,forereef,129.7,,100.9,39.79,0,3,0,0,2,0,0
675,PARARC,11/12/10,Jarvis,unfished,JAR-2010-F1,45,forereef,104,,84.8,23.51,0,0,0,0,0,0,0
676,PARARC,11/12/10,Jarvis,unfished,JAR-2010-F1,45,forereef,98.3,,79.8,18.72,6,1,0,0,0,0,0
677,PARARC,11/12/10,Jarvis,unfished,JAR-2010-F1,45,forereef,126.9,,102.7,40.57,5,3,0,1,1,0,0
678,PARARC,11/12/10,Jarvis,unfished,JAR-2010-F1,45,forereef,114.8,,93.5,24.92,17,4,0,0,0,0,0
679,PARARC,11/12/10,Jarvis,unfished,JAR-2010-F1,45,forereef,93.5,,75.7,17.57,0,0,0,0,0,0,0
680,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,115,,95,29.47,0,0,0,0,19,0,0
681,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,117,,99,30.7,4,0,0,0,0,0,0
682,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,94,,81,11.75,0,0,0,0,0,0,0
683,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,108,,93,21.75,1,0,0,0,0,0,0
684,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,116,,98,28.8,10,0,0,0,0,0,0
685,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,110,,90,25.7,12,0,0,0,0,0,0
686,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,80,,69,7.45,0,0,0,0,0,0,0
687,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,119,,100,34.38,9,0,0,0,0,0,0
688,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,105,,87,20.35,2,1,0,0,0,0,0
689,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,110,,90,24.92,1,0,0,0,0,0,0
690,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,93,,77,13.21,4,1,0,0,0,0,0
691,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,116,,95,25.58,4,2,0,0,13,0,0
692,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,124,,105,31.69,3,2,0,0,0,0,0
693,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,116,,100,27.36,6,1,0,0,1,0,0
694,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,90,,76,14.25,21,1,0,0,0,0,0
695,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,107,,89,21.25,8,0,0,0,0,0,0
696,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,106,,88,21.33,2,2,0,0,0,0,0
697,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,122,,104,31.19,10,0,0,0,0,0,0
698,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,125,,106,33.24,2,0,0,0,0,0,0
699,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,115,,94,25.86,0,0,0,0,0,0,0
700,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,120,,103,29.94,1,3,0,0,0,0,0
701,PARARC,11/13/10,Jarvis,unfished,JAR-2010-F3,25,forereef,100,,86,17.13,4,0,0,0,1,0,0
702,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,95.1,,79,18.03,1,0,0,0,0,0,0
703,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,85.2,,68.8,9.56,2,0,0,0,0,0,0
704,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,102.9,,82.4,NA,0,0,0,0,0,0,0
705,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,62.1,,50.3,4.28,0,0,0,0,0,0,0
706,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,90.9,,74.9,15.55,0,0,0,0,0,0,0
707,PARARC,11/01/10,Kingman,unfished,KIN-2010-F3,35,patchreef,66.7,,54.9,5.22,1,0,0,0,0,0,0
708,PARARC,11/01/10,Kingman,unfished,KIN-2010-F3,35,patchreef,70.8,,64,8.17,0,0,0,0,0,0,0
709,PARARC,11/01/10,Kingman,unfished,KIN-2010-F4,62.5,backreef,98.7,,81.5,15.59,1,0,0,0,2,0,0
710,PARARC,11/01/10,Kingman,unfished,KIN-2010-F4,62.5,backreef,76.4,,63.8,6.98,2,0,0,0,3,0,0
711,PARARC,11/01/10,Kingman,unfished,KIN-2010-F4,62.5,backreef,95.1,,78.1,14.03,0,0,0,0,0,0,0
712,PARARC,11/01/10,Kingman,unfished,KIN-2010-F4,62.5,backreef,94.5,,76.5,13.31,0,0,0,0,0,0,0
713,PARARC,11/01/10,Kingman,unfished,KIN-2010-F4,62.5,backreef,74.8,,61.9,6.44,0,0,0,0,15,0,0
714,PARARC,10/31/10,Kingman,unfished,KIN-2010-F2,35,backreef,80.4,,63.9,8.19,0,0,0,0,0,0,0
715,PARARC,11/01/10,Kingman,unfished,KIN-2010-F4,62.5,backreef,70.3,,58.8,NA,0,0,0,0,0,0,0
716,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,94.4,,77.4,16.81,2,0,0,0,1,0,0
717,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,100.7,,84.3,17.96,2,0,0,0,0,0,0
718,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,102.6,,86.3,21.53,1,0,0,0,0,0,0
719,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,90.1,,79.8,12.03,0,0,0,0,0,0,0
720,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,80.4,,67.7,8.99,1,0,0,0,0,0,0
721,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,85.2,,71,NA,0,0,0,0,0,0,0
722,PARARC,11/02/10,Kingman,unfished,KIN-2010-F5,60,forereef,102.3,,85.1,19.33,1,0,0,0,0,0,0
723,PARARC,11/01/10,Kingman,unfished,KIN-2010-F3,35,patchreef,102.31,,83.12,16.34,0,0,0,0,0,0,0
724,PARARC,11/01/10,Kingman,unfished,KIN-2010-F3,35,patchreef,100.42,,81.71,15.93,0,0,0,0,2,0,0
725,PARARC,11/02/10,Kingman,unfished,KIN-2010-F4,60,backreef,75.6,,62.9,6.58,0,0,0,0,0,0,0
726,PARARC,11/02/10,Kingman,unfished,KIN-2010-F4,60,backreef,74.2,,62,7,0,0,0,0,0,0,0
727,PARARC,05/15/14,Kiritimati,fished,KIR-2010-30,40,forereef,108,,90,22.42,0,1,0,0,0,0,0
728,PARARC,05/15/14,Kiritimati,fished,KIR-2010-30,40,forereef,92,,79,13.25,18,0,0,0,0,0,0
729,PARARC,05/15/14,Kiritimati,fished,KIR-2010-30,40,forereef,69,,56,5.34,0,0,0,0,0,0,0
730,PARARC,05/09/14,Kiritimati,fished,KIR-2010-27,33,forereef,82,,68,10.93,6,0,0,0,0,0,0
731,PARARC,05/09/14,Kiritimati,fished,KIR-2010-27,33,forereef,56,,46,3.05,0,0,0,0,0,0,0
732,PARARC,05/18/14,Kiritimati,fished,KIR-2010-30,33,forereef,93,,80,12.42,35,0,0,0,0,0,0
733,PARARC,05/18/14,Kiritimati,fished,KIR-2010-30,33,forereef,110,,90,22.95,118,1,0,0,0,0,0
734,PARARC,05/18/14,Kiritimati,fished,KIR-2010-30,33,forereef,89,,74,12.08,22,0,0,0,2,0,0
735,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,70,,59,6.61,8,0,0,0,0,0,0
736,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,62,,53,4.43,2,0,0,0,0,0,0
737,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,50,,40,1.98,0,0,0,0,0,0,0
738,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,80,,67,9,0,0,0,0,0,0,0
739,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,75,,63,6.71,0,0,0,0,0,0,0
740,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,69,,57,4.97,0,0,0,0,0,0,0
741,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,84,,70,10.27,18,0,0,0,0,0,0
742,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,68,,59,5.42,1,0,0,0,0,0,0
743,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,65,,56,4.8,5,0,0,0,0,0,0
744,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,76,,64,8.51,50,0,0,0,0,0,0
745,PARARC,05/18/14,Kiritimati,fished,KIR-2010-27,30,forereef,36,,29,0.65,15,0,0,0,0,0,0
746,PARARC,05/13/14,Kiritimati,fished,KIR-2010-27,30,forereef,82,,70,11.61,6,0,0,0,0,0,0
747,PARARC,05/13/14,Kiritimati,fished,KIR-2010-27,30,forereef,84,,73,10.89,13,0,0,0,0,0,0
748,PARARC,05/13/14,Kiritimati,fished,KIR-2010-27,30,forereef,53,,46,2.87,0,0,0,0,0,0,0
749,PARARC,05/13/14,Kiritimati,fished,KIR-2010-27,30,forereef,55,,45,2.84,0,0,0,0,0,0,0
750,PARARC,05/13/14,Kiritimati,fished,KIR-2010-27,30,forereef,81,,70,10.36,4,0,0,0,0,0,0
751,PARARC,05/23/14,Kiritimati,fished,KIR-2010-30,39,forereef,116,,102,31.23,5,1,0,0,4,0,0
752,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,99.7,,81.4,16.18,0,0,0,0,0,0,0
753,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,107.7,,88.1,21.73,1,0,0,0,0,0,0
754,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,87.2,,69.5,10.984,0,0,0,0,0,0,0
755,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,95.1,,79.6,14.72,2,0,0,0,0,0,0
756,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,110.2,,90,23,2,0,0,0,0,0,0
757,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,85,,74,9.85,1,0,0,0,0,0,0
758,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,95,,79,13.12,0,0,0,0,0,0,0
759,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,87,,72,11.789,0,0,0,0,0,0,0
760,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,113,,97,27.2,0,0,0,0,0,0,0
761,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,90,,73,13.652,0,0,0,0,0,0,0
762,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,107,,89,21.433,0,0,0,0,0,0,0
763,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,115,,100,26.61,5,0,0,0,0,0,0
764,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,106,,90,19.56,0,0,0,0,0,0,0
765,PARARC,11/07/10,Tabuaeran,fished,TAB-2010-F4,65,forereef,111,,89,21.53,4,0,0,0,0,0,0
766,PARARC,11/07/10,Tabuaeran,fished,TAB-2010-F4,65,forereef,102,,81,14.444,5,0,0,0,0,0,0
767,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,81,,67,NA,5,0,0,0,5,0,0
768,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,105,,86,23.37,3,0,0,0,0,0,0
769,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,86,,75,9.7093,0,0,0,0,0,0,0
770,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,83,,69,11.05,0,0,0,0,0,0,0
771,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,101.7,,84.7,20.1,1,0,0,0,0,0,0
772,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,107.6,,86.5,20.86,0,0,0,0,0,0,0
773,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,108.2,,89.6,21.47,2,0,0,0,1,0,0
774,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,108.4,,88.6,21.54,1,0,0,0,0,0,0
775,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,94.6,,77.7,14.03,0,0,0,0,0,0,0
776,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,90.6,,74.7,12.78,0,0,0,0,0,0,0
777,PARARC,11/05/10,Tabuaeran,fished,TAB-2010-F1,65,forereef,106.7,,87.5,20.9,0,0,0,0,0,0,0
778,PARARC,11/09/10,Teraina,fished,TER-2010-F2,35,forereef,114.9,,94.6,28304,2,0,0,0,3,0,0
779,PARARC,11/09/10,Teraina,fished,TER-2010-F2,35,forereef,89.8,,75,13.6687,0,0,0,0,0,0,0
780,PARARC,11/10/10,Teraina,fished,TER-2010-F7,35,forereef,104.9,,88.1,20.03,1,1,0,0,0,0,0
781,PARARC,11/10/10,Teraina,fished,TER-2010-F7,35,forereef,113.9,,89.8,22.19,1,0,0,0,0,0,0
782,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,101,,85,16.28,58,0,0,0,3,0,0
783,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,115,,93,26.19,0,0,0,0,0,0,0
784,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,102,,82,20.46,1,0,0,0,0,0,0
785,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,86,,69,10.5,1,0,0,0,0,0,0
786,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,104,,87,32.36,6,0,0,0,0,0,0
787,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,124,,99,36.8938,13,0,0,0,0,0,0
788,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,117,,94,228.27,9,0,0,0,0,0,0
789,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,92,,77,17.025,11,0,0,0,0,0,0
790,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,106,,86,21.98,3,0,0,0,0,0,0
791,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,114,,93,27.42,4,0,0,0,0,0,0
792,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,120,,98,32.7,9,0,0,0,1,0,0
793,PARARC,11/09/10,Teraina,fished,TER-2010-F1,60,forereef,97,,78,14.14,18,0,0,0,3,0,0
794,PARARC,11/08/10,Teraina,fished,TER-2010-F1,60,forereef,119,,96,30.55,7,0,0,0,0,0,0
795,PARARC,11/08/10,Teraina,fished,TER-2010-F1,60,forereef,90,,73,11.544,0,0,0,0,0,0,0
796,PARARC,11/08/10,Teraina,fished,TER-2010-F1,60,forereef,88,,68,11.06,2,0,0,0,0,0,0
797,PARARC,11/08/10,Teraina,fished,TER-2010-F1,60,forereef,103,,83,17.091,2,0,0,0,0,0,0
798,PARARC,11/08/10,Teraina,fished,TER-2010-F1,60,forereef,117,,94,26.66,26,0,0,0,0,0,0
799,PARARC,11/08/10,Teraina,fished,TER-2010-F1,60,forereef,99,,82,16.89,1,0,0,0,0,0,0
800,PARARC,11/08/10,Teraina,fished,TER-2010-F1,60,forereef,99,,82,15.2365,10,0,0,0,1,0,0
801,PARARC,11/08/10,Teraina,fished,TER-2010-F1,60,forereef,108,,96,26.86,4,0,0,0,2,0,0
802,PARARC,11/08/10,Teraina,fished,TER-2010-F1,60,forereef,101,,82,15.0461,1,0,0,0,3,0,0
